Group ,Watch,Dominant,Subordinate,Interaction,,,,
NPB_S,9,GGWR,GRYR,B,,,,
NPB_S,9,GGWR,RBWN,D,,,,
NPB_S,9,GGWR,YRYB,B,,,,
NPB_S,9,GGWR,YRYB,B,,,,
NPB_S,9,GGWR,YRYB,B,,,,
NPB_S,9,GGWR,YRYB,B,,,,
NPB_S,9,GGWR,YBGY,P,,,,
NPB_S,9,GGWR,YBGY,D,,,,
NPB_S,9,GRYR,YBGY,P,,,,
NPB_S,9,/B,RBWN,P,,,,
NPB_S,9,/B,RBWN,D,,,,
NPB_S,10,/B,RBWN,P,,,,
NPB_S,10,/B,GWBW,P,,,,
NPB_S,10,/B,GWBW,P,,,,
Hay_3W,1,WBWB,GNYN,D,,,,
Hay_3W,1,WBWB,GNYN,B,,,,
Hay_3W,1,GRRG,GGWY,D,,,,
Hay_3W,1,GRRG,GGWY,D,,,,
Hay_3W,1,GRRG,GGWY,D,,,,
Hay_3W,1,GRRG,GGWY,D,,,,
Hay_3W,1,GRRG,GGWY,D,,,,
Hay_3W,1,GRRG,GGWY,B,,,,
Hay_3W,1,GRRG,GGWY,B,,,,
Hay_3W,1,GRRG,GGWY,B,,,,
Hay_3W,1,GRRG,GGWY,B,,,,
Hay_3W,1,GRRG,GGWY,B,,,,
Hay_3W,1,GRRG,GGGG,D,,,,
Hay_3W,1,GRRG,GGGG,D,,,,
Hay_3W,1,GRRG,GGGG,D,,,,
Hay_3W,1,GRRG,GGGG,D,,,,
Hay_3W,1,GRRG,GGGG,B,,,,
Hay_3W,1,GRRG,GGGG,B,,,,
Hay_3W,1,GRRG,GGGG,B,,,,
Hay_3W,1,GRRG,RRBB,D,,,,
Hay_3W,1,GRRG,RRBB,C,,,,
Hay_3W,1,GGWY,RRBB,D,,,,
Hay_3W,1,GGWY,RRBB,D,,,,
Hay_3W,1,GGWY,RRBB,C,,,,
Hay_3W,1,GGGG,RRBB,D,,,,
Hay_3W,1,GGGG,RRBB,D,,,,
Hay_3W,1,GGGG,RRBB,C,,,,
Hay_3W,1,GGGG,RRBB,C,,,,
Hay_3W,1,WMWG,GGGG,D,,,,
Hay_3W,1,WMWG,GGGG,B,,,,
Hay_3W,1,WMWG,GGWY,D,,,,
Hay_3W,1,WMWG,GGWY,B,,,,
Hay_3W,1,WMWG,GRRG,D,,,,
Hay_3W,2,WNWN,GRRG,D,,,,
Hay_3W,2,WNWN,GRRG,D,,,,
Hay_3W,2,WNWN,WMWG,D,,,,
Hay_3W,2,WNWN,WMWG,D,,,,
Hay_3W,2,WNWN,WMWG,B,,,,
Hay_3W,2,WNWN,WMWG,B,,,,
Hay_3W,2,WNWN,WMWG,B,,,,
Hay_3W,2,WMWG,GGWY,D,,,,
Hay_3W,2,WMWG,GGWY,D,,,,
Hay_3W,2,WMWG,GGWY,B,,,,
Hay_3W,2,WMWG,GGWY,B,,,,
Hay_3W,2,WNWN,GGWY,D,,,,
Hay_3W,2,WNWN,GGWY,B,,,,
Hay_3W,2,GRRG,RRBB,D,,,,
Hay_3W,2,GRRG,RRBB,D,,,,
Hay_3W,2,GRRG,RRBB,D,,,,
Hay_3W,2,GRRG,RRBB,D,,,,
Hay_3W,2,GRRG,RRBB,C,,,,
Hay_3W,2,GRRG,RRBB,C,,,,
Hay_3W,2,GRRG,RRBB,C,,,,
Hay_3W,2,GRRG,RRBB,C,,,,
Hay_3W,2,GRRG,GGGG,D,,,,
Hay_3W,3,WNWN,GRRG,P,,,,
Hay_3W,3,WNWN,GRRG,D,,,,
Hay_3W,3,WNWN,GRRG,D,,,,
Hay_3W,3,WNWN,GRRG,D,,,,
Hay_3W,3,WNWN,GRRG,B,,,,
Hay_3W,3,GRRG,WNWN,B,,,,
Hay_3W,3,GRRG,GGWY,D,,,,
Hay_3W,3,GRRG,GGWY,B,,,,
Hay_3W,3,WMWG,GRRG,D,,,,
Hay_3W,3,WMWG,GRRG,D,,,,
Hay_3W,3,WMWG,GRRG,B,,,,
Hay_3W,3,GRRG,WMWG,B,,,,
Hay_3W,3,B/RG,GGGG,P,,,,
Hay_3W,3,B/RG,GGGG,D,,,,
Hay_3W,3,B/RG,GGGG,D,,,,
Hay_3W,3,WNWN,GNYN,P,,,,
Hay_3W,3,WNWN,GNYN,D,,,,
Hay_3W,4,WNWN,WRRW,P,,,,
Hay_3W,4,WNWN,WRRW,D,,,,
Hay_3W,4,WNWN,WMWG,P,,,,
Hay_3W,4,WNWN,WMWG,D,,,,
Hay_3W,4,WNWN,WMWG,B,,,,
Hay_3W,4,WNWN,GGWY,D,,,,
Hay_3W,4,WNWN,GGWY,B,,,,
Hay_3W,4,WNWN,GNYN,D,,,,
Hay_3W,4,WNWN,GNYN,B,,,,
Hay_3W,4,GRRG,GGWY,P,,,,
Hay_3W,4,GRRG,GGWY,D,,,,
Hay_3W,4,GRRG,GGWY,D,,,,
Hay_3W,4,GRRG,GGWY,D,,,,
Hay_3W,4,GRRG,GGWY,B,,,,
Hay_3W,4,GRRG,GNYN,P,,,,
Hay_3W,4,GRRG,B/RG,D,,,,
Hay_3W,4,GRRG,B/RG,B,,,,
Hay_3W,4,GRRG,GGYY,P,,,,
Hay_3W,4,GRRG,GGYY,D,,,,
Hay_3W,4,B/RG,GGGG,P,,,,
Hay_3W,4,B/RG,GGGG,D,,,,
Hay_3W,5,WNWN,WMWG,D,,,,
Hay_3W,5,WNWN,WMWG,B,,,,
Hay_3W,5,GGWY,GNYN,D,,,,
Hay_3W,5,GGWY,GNYN,B,,,,
Hay_3W,5,GGWY,B/RG,D,,,,
Hay_3W,5,GGWY,B/RG,D,,,,
Hay_3W,5,GGWY,B/RG,B,,,,
Hay_3W,5,GRRG,GGWY,D,,,,
Hay_3W,5,GRRG,B/RG,D,,,,
Hay_3W,6,WNWN,GRRG,P,,,,
Hay_3W,6,WNWN,GRRG,D,,,,
Hay_3W,6,WNWN,GRRG,D,,,,
Hay_3W,6,WNWN,GRRG,B,,,,
Hay_3W,6,GRRG,GNYN,D,,,,
Hay_3W,6,GRRG,GGWY,D,,,,
Hay_3W,6,GRRG,GGWY,D,,,,
Hay_3W,6,GRRG,GGWY,C,,,,
Hay_3W,6,GRRG,GGWY,C,,,,
Hay_3W,6,WMWG,GRRG,D,,,,
Hay_3W,6,WMWG,GGWY,P,,,,
Hay_3W,6,WMWG,GGWY,D,,,,
Hay_3W,6,WMWG,GGWY,D,,,,
Hay_3W,6,WMWG,GGWY,D,,,,
Hay_3W,6,WMWG,GGWY,B,,,,
Hay_3W,6,WMWG,GGWY,B,,,,
Hay_3W,6,WMWG,B/RG,P,,,,
Hay_3W,6,WMWG,B/RG,D,,,,
Hay_3W,6,WMWG,B/RG,D,,,,
Hay_3W,6,WMWG,B/RG,D,,,,
Hay_3W,6,WMWG,B/RG,B,,,,
Hay_3W,6,WMWG,B/RG,B,,,,
Hay_3W,7,GRRG,GNYN,B,,,,
Hay_3W,7,GRRG,GNYN,B,,,,
Hay_3W,7,WNWN,GRRG,D,,,,
Hay_3W,8,WNWN,GRRG,D,,,,
Hay_3W,8,WNWN,GRRG,B,,,,
Hay_3W,8,WNWN,GRRG,B,,,,
Hay_3W,8,WNWN,GRRG,B,,,,
Hay_3W,8,GRRG,WNWN,B,,,,
Hay_3W,8,GRRG,GGGG,D,,,,
Hay_3W,8,GRRG,GGGG,D,,,,
Hay_3W,8,GRRG,GGGG,C,,,,
Hay_3W,8,GNYN,GGWY,D,,,,
Hay_3W,8,GNYN,GGWY,B,,,,
Hay_3W,8,GNYN,GGWY,B,,,,
Hay_3W,8,B/RG,GGYY,B,,,,
Hay_3W,8,WMWG,GGYY,D,,,,
Hay_3W,8,WMWG,GGYY,D,,,,
Hay_3W,8,WMWG,B/RG,D,,,,
Hay_3W,8,WMWG,B/RG,B,,,,
Hay_3W,9,GRRG,GNYN,D,,,,
Hay_3W,9,GRRG,GNYN,B,,,,
Hay_3W,9,GRRG,GNYN,B,,,,
Hay_3W,9,GRRG,GNYN,B,,,,
Hay_3W,9,GRRG,GGGG,D,,,,
Hay_3W,9,WMWG,GGWY,B,,,,
Hay_3W,9,WMWG,GRRG,D,,,,
Hay_3W,9,GRRG,WMWG,B,,,,
Hay_3W,9,WMWG,WNWN,B,,,,
Hay_3W,9,WNWN,GGWY,B,,,,
Hay_3W,9,WNWN,GGWY,B,,,,
Hay_3W,9,WNWN,GGWY,B,,,,
Hay_3W,9,WNWN,GRRG,B,,,,
Hay_3W,9,GRRG,GGWY,B,,,,
Hay_3W,9,GRRG,GGWY,B,,,,
Hay_3W,9,WNWN,GGYY,D,,,,
Hay_3W,9,WNWN,GGYY,B,,,,
Hay_3W,9,WNWN,GGYY,B,,,,
Hay_3W,9,WNWN,GGYY,B,,,,
Hay_3W,9,WNWN,GGYY,B,,,,
Hay_3W,9,WNWN,GGYY,B,,,,
Hay_3W,9,WNWN,GGYY,B,,,,
Hay_3W,9,WNWN,GGYY,B,,,,
Hay_3W,9,GRRG,GGYY,D,,,,
Hay_3W,10,WNWN,GRRG,D,,,,
Hay_3W,10,WMWG,GGWY,D,,,,
Hay_3W,10,WMWG,GGWY,B,,,,
Hay_3W,10,WMWG,GGWY,B,,,,
Hay_3W,10,WMWG,GGWY,B,,,,
Hay_3W,10,GRRG,GGWY,D,,,,
Hay_3W,10,GRRG,GGWY,B,,,,
Hay_3W,10,GRRG,GGWY,B,,,,
Hay_3W,10,GRRG,GGWY,B,,,,
Hay_3W,10,GRRG,GGGG,D,,,,
Hay_3W,10,GGYY,B/RG,D,,,,
NPB_E,1,/Y,GBGG,D,,,,
NPB_E,1,YYYB,WNWR,D,,,,
NPB_E,2,YYYB,GBGG,D,,,,
NPB_E,2,WNWR,YRWB,C,,,,
NPB_E,2,WNWR,YRWB,C,,,,
NPB_E,2,GBGG,YRWB,D,,,,
NPB_E,2,WNWR,/M,P,,,,
NPB_E,2,WNWR,/M,D,,,,
NPB_E,2,WNWR,/M,B,,,,
NPB_E,2,/M,WNWR,P,,,,
NPB_E,2,WNWR,BGBN,D,,,,
NPB_E,3,YYYB,GBGG,D,,,,
NPB_E,3,/M,YRWB,D,,,,
NPB_E,3,/M,YYYB,D,,,,
NPB_E,3,YYYB,/M,D,,,,
NPB_E,3,WNWR,YRWB,D,,,,
NPB_E,3,YRWB,BGBN,D,,,,
NPB_E,4,WNWR,BGBN,D,,,,
NPB_E,4,/Y,GBGG,D,,,,
NPB_E,4,WNWR,/Y,P,,,,
NPB_E,4,WNWR,YRWB,D,,,,
NPB_E,4,WNWR,YRWB,C,,,,
NPB_E,4,BGBN,YRWB,D,,,,
NPB_E,4,YRWB,/Y,D,,,,
NPB_E,4,YRWB,/Y,C,,,,
NPB_E,4,YRWB,BGBN,D,,,,
NPB_E,5,WNWR,YYYB,D,,,,
NPB_E,5,YYYB,WNWR,D,,,,
NPB_E,5,WNWR,BGBN,P,,,,
NPB_E,6,/Y,BGBN,D,,,,
NPB_E,6,/M,WNWR,D,,,,
NPB_E,6,/M,BGBN,P,,,,
NPB_E,6,GBGG,BGBN,D,,,,
NPB_E,6,GBGG,BGBN,C,,,,
NPB_E,6,YYYB,GBGG,D,,,,
NPB_E,7,YRWB,/M,D,,,,
NPB_E,7,WNWR,/Y,D,,,,
NPB_E,7,WNWR,/Y,C,,,,
NPB_E,7,WNWR,/M,D,,,,
NPB_E,7,WNWR,/M,C,,,,
NPB_E,8,WNWR,BGBN,D,,,,
NPB_E,8,/G,/M,B,,,,
NPB_E,8,YYYB,/G,P,,,,
NPB_E,8,YYYB,/G,D,,,,
NPB_E,8,YYYB,/G,B,,,,
NPB_E,8,WNWR,/G,P,,,,
NPB_E,9,WNWR,BGBN,D,,,,
NPB_E,9,WNWR,/M,D,,,,
NPB_E,10,WNWR,/Y,D,,,,
NPB_E,10,GBGG,WNWR,D,,,,
NPB_E,10,/M,BGBN,P,,,,
NPB_E,10,WNWR,/M,D,,,,
NPB_E,10,GBGG,/M,D,,,,
NPB_E,10,/Y,BGBN,P,,,,
WEST_CAMP_NW,1,B-RMBW,YGBB,D,,,,
WEST_CAMP_NW,2,UB1,YNBN,D,,,,
WEST_CAMP_NW,2,UB1,YNBN,D,,,,
WEST_CAMP_NW,2,UB1,YNBN,B,,,,
WEST_CAMP_NW,2,UB1,UB2,D,,,,
WEST_CAMP_NW,2,UB1,UB2,D,,,,
WEST_CAMP_NW,2,UB1,YGYW,D,,,,
WEST_CAMP_NW,2,UB1,YGYW,D,,,,
WEST_CAMP_NW,2,UB1,YGYW,B,,,,
WEST_CAMP_NW,2,UB1,YGYW,B,,,,
WEST_CAMP_NW,2,UB1,RGYG,D,,,,
WEST_CAMP_NW,2,UB1,RGYG,D,,,,
WEST_CAMP_NW,2,UB1,RGYG,B,,,,
WEST_CAMP_NW,2,UB1,RGYG,B,,,,
WEST_CAMP_NW,2,UB1,B-RMBW,D,,,,
WEST_CAMP_NW,2,UB1,B-RMBW,B,,,,
WEST_CAMP_NW,2,B-RMBW,YGBB,D,,,,
WEST_CAMP_NW,3,YGYW,YNBN,D,,,,
WEST_CAMP_NW,3,YGYW,YGBB,D,,,,
WEST_CAMP_NW,3,UB1,RGYG,D,,,,
WEST_CAMP_NW,3,UB1,RGYG,D,,,,
WEST_CAMP_NW,3,UB1,RGYG,B,,,,
WEST_CAMP_NW,3,UB1,RGYG,B,,,,
WEST_CAMP_NW,3,B-RMBW,UB1,D,,,,
WEST_CAMP_NW,3,UB1,UB2,D,,,,
WEST_CAMP_NW,3,RGYG,YGYW,D,,,,
WEST_CAMP_NW,3,RNBY,YGYW,P,,,,
WEST_CAMP_NW,4,RNBY,RGYG,D,,,,
WEST_CAMP_NW,4,UB1,RGYG,P,,,,
WEST_CAMP_NW,4,UB1,RGYG,D,,,,
WEST_CAMP_NW,4,UB1,RGYG,D,,,,
WEST_CAMP_NW,4,UB1,RGYG,D,,,,
WEST_CAMP_NW,4,GGYR,RGYG,P,,,,
WEST_CAMP_NW,4,GGYR,RGYG,P,,,,
WEST_CAMP_NW,4,GGYR,RGYG,P,,,,
WEST_CAMP_NW,4,GGYR,RGYG,D,,,,
WEST_CAMP_NW,4,GGYR,RGYG,D,,,,
WEST_CAMP_NW,4,GGYR,RGYG,D,,,,
WEST_CAMP_NW,4,GGYR,RGYG,D,,,,
WEST_CAMP_NW,4,GGYR,RGYG,B,,,,
WEST_CAMP_NW,4,GGYR,YNBN,P,,,,
WEST_CAMP_NW,4,GGYR,YNBN,D,,,,
WEST_CAMP_NW,4,GGYR,YNBN,D,,,,
WEST_CAMP_NW,4,GGYR,YNBN,B,,,,
WEST_CAMP_NW,5,M/R,YNBN,D,,,,
WEST_CAMP_NW,5,M/R,RGYG,D,,,,
WEST_CAMP_NW,5,UB1,UB2,D,,,,
WEST_CAMP_NW,5,UB1,UB2,D,,,,
WEST_CAMP_NW,5,UB1,UB2,B,,,,
WEST_CAMP_NW,5,UB1,YNBN,D,,,,
WEST_CAMP_NW,5,UB1,YNBN,B,,,,
WEST_CAMP_NW,6,GGYR,UB1,D,,,,
WEST_CAMP_NW,6,GGYR,UB1,D,,,,
WEST_CAMP_NW,6,GGYR,UB1,B,,,,
WEST_CAMP_NW,6,GGYR,UB1,B,,,,
WEST_CAMP_NW,6,GGYR,UB1,B,,,,
WEST_CAMP_NW,6,UB1,GGYR,B,,,,
WEST_CAMP_NW,6,GGYR,YGYW,P,,,,
WEST_CAMP_NW,6,GGYR,YGYW,P,,,,
WEST_CAMP_NW,6,GGYR,YGYW,D,,,,
WEST_CAMP_NW,6,GGYR,YGYW,B,,,,
WEST_CAMP_NW,6,RGYG,GGYR,C,,,,
WEST_CAMP_NW,6,RGYG,GGYR,B,,,,
WEST_CAMP_NW,6,UB1,GGYR,D,,,,
WEST_CAMP_NW,6,UB1,GGYR,C,,,,
WEST_CAMP_NW,6,RNBY,GGYR,D,,,,
WEST_CAMP_NW,6,RNBY,GGYR,B,,,,
WEST_CAMP_NW,6,UB1,YNBN,D,,,,
WEST_CAMP_NW,6,UB1,YNBN,B,,,,
WEST_CAMP_NW,6,GGYR,W-MGBG,D,,,,
WEST_CAMP_NW,6,GGYR,W-MGBG,B,,,,
WEST_CAMP_NW,6,GGYR,B-RMBW,D,,,,
WEST_CAMP_NW,6,GGYR,B-RMBW,B,,,,
WEST_CAMP_NW,6,W-MGBG,RGYG,D,,,,
WEST_CAMP_NW,6,W-MGBG,RGYG,C,,,,
WEST_CAMP_NW,6,W-MGBG,YNBN,D,,,,
WEST_CAMP_NW,6,W-MGBG,YNBN,B,,,,
WEST_CAMP_NW,6,W-MGBG,B-RMBW,D,,,,
WEST_CAMP_NW,6,W-MGBG,B-RMBW,D,,,,
WEST_CAMP_NW,6,W-MGBG,B-RMBW,D,,,,
WEST_CAMP_NW,6,W-MGBG,B-RMBW,C,,,,
WEST_CAMP_NW,6,W-MGBG,B-RMBW,C,,,,
WEST_CAMP_NW,7,GGYR,YNBN,D,,,,
WEST_CAMP_NW,7,GGYR,YNBN,B,,,,
WEST_CAMP_NW,7,GGYR,UB1,D,,,,
WEST_CAMP_NW,7,GGYR,UB1,D,,,,
WEST_CAMP_NW,7,GGYR,UB1,B,,,,
WEST_CAMP_NW,7,GGYR,UB1,B,,,,
WEST_CAMP_NW,7,GGYR,RGYG,D,,,,
WEST_CAMP_NW,7,GGYR,RGYG,B,,,,
WEST_CAMP_NW,7,GGYR,YGYW,D,,,,
WEST_CAMP_NW,7,GGYR,YGYW,B,,,,
WEST_CAMP_NW,7,UB1,YNBN,D,,,,
WEST_CAMP_NW,7,UB1,YNBN,B,,,,
WEST_CAMP_NW,7,B-RMBW,RGYG,D,,,,
WEST_CAMP_NW,7,B-RMBW,RGYG,D,,,,
WEST_CAMP_NW,7,B-RMBW,RGYG,D,,,,
WEST_CAMP_NW,7,B-RMBW,RGYG,B,,,,
WEST_CAMP_NW,7,B-RMBW,RGYG,B,,,,
WEST_CAMP_NW,7,B-RMBW,RGYG,B,,,,
WEST_CAMP_NW,7,B-RMBW,RGYG,B,,,,
WEST_CAMP_NW,7,GGYR,W-MGBG,D,,,,
WEST_CAMP_NW,7,GGYR,W-MGBG,D,,,,
WEST_CAMP_NW,7,GGYR,W-MGBG,D,,,,
WEST_CAMP_NW,7,GGYR,W-MGBG,B,,,,
WEST_CAMP_NW,7,GGYR,W-MGBG,B,,,,
WEST_CAMP_NW,7,W-MGBG,UB1,D,,,,
WEST_CAMP_NW,7,W-MGBG,UB1,C,,,,
WEST_CAMP_NW,7,W-MGBG,UB1,B,,,,
WEST_CAMP_NW,7,W-MGBG,RGYG,D,,,,
WEST_CAMP_NW,7,W-MGBG,RGYG,B,,,,
WEST_CAMP_NW,7,YNBN,W-MGBG,C,,,,
WEST_CAMP_NW,7,GGYR,B-RMBW,D,,,,
WEST_CAMP_NW,7,GGYR,B-RMBW,B,,,,
WEST_CAMP_NW,7,W-MGBG,B-RMBW,D,,,,
WEST_CAMP_NW,7,UB1,YGBB,D,,,,
WEST_CAMP_NW,7,UB1,YGBB,B,,,,
WEST_CAMP_NW,7,UB1,B-RMBW,D,,,,
WEST_CAMP_NW,7,UB1,B-RMBW,D,,,,
WEST_CAMP_NW,7,UB1,B-RMBW,C,,,,
WEST_CAMP_NW,7,UB1,B-RMBW,B,,,,
WEST_CAMP_NW,7,UB1,YGYW,D,,,,
WEST_CAMP_NW,7,UB1,YGYW,C,,,,
WEST_CAMP_NW,8,UB1,UB2,D,,,,
WEST_CAMP_NW,8,UB1,UB2,B,,,,
WEST_CAMP_NW,8,GGYR,RNBY,D,,,,
WEST_CAMP_NW,8,GGYR,RNBY,B,,,,
WEST_CAMP_NW,8,GGYR,RGYG,D,,,,
WEST_CAMP_NW,8,GGYR,RGYG,B,,,,
WEST_CAMP_NW,8,GGYR,B-RMBW,D,,,,
WEST_CAMP_NW,8,GGYR,B-RMBW,D,,,,
WEST_CAMP_NW,8,GGYR,B-RMBW,B,,,,
WEST_CAMP_NW,8,GGYR,B-RMBW,B,,,,
WEST_CAMP_NW,8,GGYR,YGYW,D,,,,
WEST_CAMP_NW,8,GGYR,YGYW,B,,,,
WEST_CAMP_NW,8,GGYR,YGYW,B,,,,
WEST_CAMP_NW,8,W-MGBG,YGYW,D,,,,
WEST_CAMP_NW,8,W-MGBG,YGYW,D,,,,
WEST_CAMP_NW,8,W-MGBG,YGYW,C,,,,
WEST_CAMP_NW,8,W-MGBG,YGYW,B,,,,
WEST_CAMP_NW,8,W-MGBG,M/R,D,,,,
WEST_CAMP_NW,8,W-MGBG,M/R,B,,,,
WEST_CAMP_NW,8,W-MGBG,B-RMBW,D,,,,
WEST_CAMP_NW,8,W-MGBG,RNBY,B,,,,
WEST_CAMP_NW,8,RNBY,W-MGBG,B,,,,
WEST_CAMP_NW,8,GGYR,W-MGBG,D,,,,
WEST_CAMP_NW,8,GGYR,W-MGBG,B,,,,
WEST_CAMP_NW,8,GGYR,W-MGBG,B,,,,
WEST_CAMP_NW,8,W-MGBG,GGYR,B,,,,
WEST_CAMP_NW,9,W-MGBG,RGYG,B,,,,
WEST_CAMP_NW,9,RNBY,RGYG,D,,,,
WEST_CAMP_NW,9,RNBY,RGYG,B,,,,
WEST_CAMP_NW,9,W-MGBG,B-RMBW,D,,,,
WEST_CAMP_NW,9,GGYR,YNBN,D,,,,
WEST_CAMP_NW,9,GGYR,YNBN,C,,,,
WEST_CAMP_NW,9,GGYR,UB1,D,,,,
WEST_CAMP_NW,10,GGYR,RNBY,D,,,,
WEST_CAMP_NW,10,GGYR,RNBY,D,,,,
WEST_CAMP_NW,10,GGYR,RNBY,B,,,,
WEST_CAMP_NW,10,GGYR,RNBY,B,,,,
WEST_CAMP_NW,10,GGYR,YGYW,D,,,,
WEST_CAMP_NW,10,GGYR,YGYW,B,,,,
WEST_CAMP_NW,10,GGYR,YGBB,D,,,,
WEST_CAMP_NW,10,GGYR,YGBB,D,,,,
WEST_CAMP_NW,10,GGYR,YGBB,D,,,,
WEST_CAMP_NW,10,GGYR,YGBB,B,,,,
WEST_CAMP_NW,10,GGYR,YGBB,B,,,,
WEST_CAMP_NW,10,B-RMBW,YGBB,D,,,,
WEST_CAMP_NW,10,B-RMBW,YGBB,B,,,,
WEST_CAMP_NW,10,GGYR,B-RMBW,D,,,,
WEST_CAMP_NW,10,GGYR,B-RMBW,D,,,,
WEST_CAMP_NW,10,GGYR,B-RMBW,D,,,,
WEST_CAMP_NW,10,GGYR,B-RMBW,D,,,,
WEST_CAMP_NW,10,GGYR,B-RMBW,B,,,,
WEST_CAMP_NW,10,GGYR,B-RMBW,B,,,,
WEST_CAMP_NW,10,GGYR,B-RMBW,B,,,,
WEST_CAMP_NW,10,GGYR,RGYG,D,,,,
WEST_CAMP_NW,10,GGYR,RGYG,D,,,,
WEST_CAMP_NW,10,GGYR,RGYG,B,,,,
WEST_CAMP_NW,10,GGYR,RGYG,B,,,,
WEST_CAMP_NW,10,WYYY,YGBB,P,,,,
WEST_CAMP_NW,10,WYYY,YGBB,D,,,,
WEST_CAMP_NW,10,GGYR,WYYY,D,,,,
WEST_CAMP_NW,10,GGYR,WYYY,D,,,,
WEST_CAMP_NW,10,GGYR,WYYY,D,,,,
WEST_CAMP_NW,10,GGYR,WYYY,B,,,,
WEST_CAMP_NW,10,GGYR,WYYY,B,,,,
WEST_CAMP_NW,10,GGYR,YNBN,D,,,,
WEST_CAMP_NW,10,UB1,RGYG,D,,,,
WEST_CAMP_NW,10,UB1,RGYG,D,,,,
WEST_CAMP_NW,10,UB1,RGYG,D,,,,
WEST_CAMP_NW,10,UB1,RGYG,D,,,,
WEST_CAMP_NW,10,UB1,RGYG,B,,,,
WEST_CAMP_NW,10,UB1,RGYG,B,,,,
WEST_CAMP_NW,10,RNBY,WYYY,D,,,,
WEST_CAMP_NW,10,RNBY,RGYG,D,,,,
WEST_CAMP_NW,10,RNBY,RGYG,B,,,,
WEST_CAMP_NW,10,RNBY,UB1,D,,,,
WEST_CAMP_NW,10,RNBY,UB1,B,,,,
WEST_CAMP_NW,10,UB1,UB2,D,,,,
WEST_CAMP_NW,10,UB1,UB2,B,,,,
WEST_CAMP_NW,10,UB1,YGBB,D,,,,
WEST_CAMP_NW,10,UB1,YGBB,B,,,,
WEST_CAMP_NW,10,UB1,WYYY,D,,,,
WEST_CAMP_NW,10,UB1,WYYY,B,,,,
EAST_CAMP_SE,1,BBWN,WWYN,B,,,,
EAST_CAMP_SE,1,GYRN,RNBN,B,,,,
EAST_CAMP_SE,1,N-R/WR,WWYN,C,,,,
EAST_CAMP_SE,1,N-R/WR,WWYN,B,,,,
EAST_CAMP_SE,1,RNBN,N-R/WR,D,,,,
EAST_CAMP_SE,1,RNBN,N-R/WR,B,,,,
EAST_CAMP_SE,1,GYRN,NWRG,D,,,,
EAST_CAMP_SE,1,GYRN,NWRG,B,,,,
EAST_CAMP_SE,1,GYRN,BBWN,B,,,,
EAST_CAMP_SE,1,GYRN,RW/R,D,,,,
EAST_CAMP_SE,1,GYRN,RW/R,B,,,,
EAST_CAMP_SE,2,BBWN,WNRN,D,,,,
EAST_CAMP_SE,2,GWBG,WWYN,D,,,,
EAST_CAMP_SE,2,GWBG,RYWB,D,,,,
EAST_CAMP_SE,2,GYRN,WNRN,D,,,,
EAST_CAMP_SE,2,N-R/WR,WWYN,D,,,,
EAST_CAMP_SE,2,N-R/WR,RYWB,D,,,,
EAST_CAMP_SE,2,WNRN,RYWB,D,,,,
EAST_CAMP_SE,2,WNRN,RYWB,D,,,,
EAST_CAMP_SE,2,WNRN,RYWB,B,,,,
EAST_CAMP_SE,2,WNRN,WWYN,D,,,,
EAST_CAMP_SE,2,WNRN,WWYN,D,,,,
EAST_CAMP_SE,2,WNRN,WWYN,B,,,,
EAST_CAMP_SE,3,GYRN,RYWB,D,,,,
EAST_CAMP_SE,3,GYRN,RYWB,B,,,,
EAST_CAMP_SE,3,GYRN,RNBN,B,,,,
EAST_CAMP_SE,3,GYRN,RNBN,B,,,,
